Закупки по;Реестровый номер закупки;Способ определения поставщика (подрядчика, исполнителя), подрядной организации (размещения закупки);Наименование закупки;Предмет электронного аукциона (только для ПП РФ 615);Идентификационный код закупки;Номер лота;Наименование лота;Начальная (максимальная) цена контракта;Валюта;Начальная (максимальная) цена в валюте контракта;Валюта контракта;Классификация по ОКДП;Классификация по ОКПД;Классификация по ОКПД2;Код позиции;Наименование Заказчика;Организация, осуществляющая размещение ;Дата размещения;Дата обновления;Этап закупки;Особенности размещения заказа\ Преимущества (44-ФЗ);Дата начала подачи заявок;Дата окончания подачи заявок;Дата проведения электронного аукциона
44-ФЗ;№0208100000124000049;Запрос котировок в электронной форме;Поставка хозяйственных материалов;;'241120000073012150100102050010000244';;;105700.40;RUB;;;;;"20.41.32.114: Средства моющие для туалетов и ванных комнат; 20.41.32.111: Средства для мытья посуды; 22.21.10.110: Мононити с размером поперечного сечения более 1 мм пластмассовые; 22.29.23.110: Посуда столовая и кухонная пластмассовая; 22.19.60.119: Перчатки резиновые прочие; 22.29.21.000: Плиты, листы, пленка, лента и прочие плоские полимерные самоклеящиеся формы, в рулонах шириной не более 20 см; 22.29.23.120: Предметы домашнего обихода пластмассовые прочие; 20.41.32.113: Средства моющие для окон";"20.41.32.114-00000003: Средство моющее для туалетов и ванных комнат; 20.41.32.113-00000002: Средство моющее для стекол и зеркал; 20.41.32.114-00000008: Средство моющее для туалетов и ванных комнат; 20.41.32.114-00000004: Средство моющее для туалетов и ванных комнат; 22.29.21.000-00000015: Лента техническая с липким слоем; 22.29.21.000-00000004: Лента разметочная полимерная; 22.19.60.119-00000018: Перчатки резиновые общего назначения (кроме медицинских); 22.19.60.119-00000019: Перчатки резиновые общего назначения (кроме медицинских); 22.29.23.110-00000128: Стакан пластиковый для пищевых продуктов; 20.41.32.111-00000011: Средство для мытья посуды";ОТДЕЛЕНИЕ ФОНДА ПЕНСИОННОГО И СОЦИАЛЬНОГО СТРАХОВАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО РЕСПУБЛИКЕ МАРИЙ ЭЛ;ОТДЕЛЕНИЕ ФОНДА ПЕНСИОННОГО И СОЦИАЛЬНОГО СТРАХОВАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО РЕСПУБЛИКЕ МАРИЙ ЭЛ;11.04.2024;11.04.2024;Подача заявок;"Участникам, заявки или окончательные предложения которых содержат предложения о поставке товаров в соответствии с приказом Минфина России от 04.06.2018 № 126н - 15%; Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ";11.04.2024;19.04.2024;
44-ФЗ;№0128200000124001673;Электронный аукцион;"Поставка перчаток смотровых нестерильных для нужд ГБУЗ ВО ""Вязниковская РБ""";;'242333800492433380100100160012219244';;;527500.00;RUB;;;;;22.19.60.119: Перчатки резиновые прочие;22.19.60.119-00000008: Перчатки смотровые/процедурные нитриловые, неопудренные, нестерильные;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ВЛАДИМИРСКОЙ ОБЛАСТИ ""ВЯЗНИКОВСКАЯ РАЙОННАЯ БОЛЬНИЦА""";МИНИСТЕРСТВО ИМУЩЕСТВЕННЫХ И ЗЕМЕЛЬНЫХ ОТНОШЕНИЙ ВЛАДИМИРСКОЙ ОБЛАСТИ;03.04.2024;11.04.2024;Определение поставщика завершено;"Участникам, заявки или окончательные предложения которых содержат предложения о поставке товаров в соответствии с приказом Минфина России от 04.06.2018 № 126н - 15%; Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ";03.04.2024;11.04.2024;
44-ФЗ;№0135300013224000016;Электронный аукцион;поставка хозяйственных товаров и моющих средств ;;'243390280249539020100100640010000244';;;41556.20;RUB;;;;;"22.21.30.120: Пленки пластмассовые, неармированные или не комбинированные с другими материалами; 22.29.23.120: Предметы домашнего обихода пластмассовые прочие; 20.41.32.113: Средства моющие для окон; 20.41.32.119: Средства моющие прочие; 20.41.32.114: Средства моющие для туалетов и ванных комнат; 22.19.60.119: Перчатки резиновые прочие; 20.41.32.111: Средства для мытья посуды";"20.41.32.111-00000011: Средство для мытья посуды; 22.19.60.119-00000019: Перчатки резиновые общего назначения (кроме медицинских); 22.19.60.119-00000018: Перчатки резиновые общего назначения (кроме медицинских); 20.41.32.114-00000008: Средство моющее для туалетов и ванных комнат; 20.41.32.114-00000004: Средство моющее для туалетов и ванных комнат; 20.41.32.113-00000006: Средство моющее для стекол и зеркал";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""СЛУЖБА  АДМИНИСТРАТИВНО-ТЕХНИЧЕСКОГО И ХОЗЯЙСТВЕННОГО ОБЕСПЕЧЕНИЯ""";"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ГУСЕВСКИЙ ГОРОДСКОЙ ОКРУГ""";01.04.2024;11.04.2024;Определение поставщика завершено;"Участникам, заявки или окончательные предложения которых содержат предложения о поставке товаров в соответствии с приказом Минфина России от 04.06.2018 № 126н - 15%; Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ";01.04.2024;09.04.2024;
44-ФЗ;№0318300402424000047;Электронный аукцион;Поставка медицинских изделий (перчатки);;'243231505254223150100100370012219244';;;369529.60;RUB;;;;;22.19.60.119: Перчатки резиновые прочие;"22.19.60.119-00000008: Перчатки смотровые/процедурные нитриловые, неопудренные, нестерильные; 22.19.60.119-00000004: Перчатки смотровые/процедурные из латекса гевеи, неопудренные, стерильные";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ДЕТСКАЯ ГОРОДСКАЯ БОЛЬНИЦА ГОРОДА НОВОРОССИЙСКА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КРАСНОДАРСКОГО КРАЯ";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ДЕТСКАЯ ГОРОДСКАЯ БОЛЬНИЦА ГОРОДА НОВОРОССИЙСКА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КРАСНОДАРСКОГО КРАЯ";11.04.2024;11.04.2024;Подача заявок;"Участникам, заявки или окончательные предложения которых содержат предложения о поставке товаров в соответствии с приказом Минфина России от 04.06.2018 № 126н - 15%; Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ";11.04.2024;19.04.2024;
44-ФЗ;№0128200000124001861;Электронный аукцион;"Поставка изделий медицинского назначения (перчатки) для нужд ГБУЗ ВО ""ОНД""";;'242332710012933270100100100012219244';;;475921.00;RUB;;;;;22.19.60.119: Перчатки резиновые прочие;22.19.60.119-00000008: Перчатки смотровые/процедурные нитриловые, неопудренные, нестерильные;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ  ЗДРАВООХРАНЕНИЯ  ВЛАДИМИРСКОЙ  ОБЛАСТИ  ""ОБЛАСТНОЙ НАРКОЛОГИЧЕСКИЙ ДИСПАНСЕР""";МИНИСТЕРСТВО ИМУЩЕСТВЕННЫХ И ЗЕМЕЛЬНЫХ ОТНОШЕНИЙ ВЛАДИМИРСКОЙ ОБЛАСТИ;11.04.2024;11.04.2024;Подача заявок;Участникам, заявки или окончательные предложения которых содержат предложения о поставке товаров в соответствии с приказом Минфина России от 04.06.2018 № 126н - 15%;11.04.2024;19.04.2024;
44-ФЗ;№0137200001224001436;Электронный аукцион;Поставка перчаток медицинских (1);;'243402900951840280100100550012219244';;;598795.00;RUB;;;;;22.19.71.190: Изделия из резины, кроме твердой резины (эбонита), гигиенические или фармацевтические прочие;"22.19.60.119-00000008: Перчатки смотровые/процедурные нитриловые, неопудренные, нестерильные; 22.19.60.119-00000002: Перчатки смотровые/процедурные из латекса гевеи, неопудренные, нестерильные; 22.19.60.119-00000004: Перчатки смотровые/процедурные из латекса гевеи, неопудренные, стерильные";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ КАЛУЖСКОЙ ОБЛАСТИ ""ГОРОДСКАЯ ПОЛИКЛИНИКА""";МИНИСТЕРСТВО КОНКУРЕНТНОЙ ПОЛИТИКИ КАЛУЖСКОЙ ОБЛАСТИ;02.04.2024;11.04.2024;Определение поставщика завершено;"Участникам, заявки или окончательные предложения которых содержат предложения о поставке товаров в соответствии с приказом Минфина России от 04.06.2018 № 126н - 15%; Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ";02.04.2024;10.04.2024;
44-ФЗ;№0372100029824000026;Запрос котировок в электронной форме;Поставка изделий медицинского назначения (перчатки);;'241780404195578040100100300023250244';;;472180.00;RUB;;;;;"22.19.60.119: Перчатки резиновые прочие; 22.19.60.111: Перчатки хирургические резиновые";"22.19.60.119-00000008: Перчатки смотровые/процедурные нитриловые, неопудренные, нестерильные; 22.19.60.111-00000001: Перчатки хирургические из полихлорпрена, неопудренные";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""САНКТ-ПЕТЕРБУРГСКАЯ ПСИХИАТРИЧЕСКАЯ БОЛЬНИЦА (СТАЦИОНАР) СПЕЦИАЛИЗИРОВАННОГО ТИПА С ИНТЕНСИВНЫМ НАБЛЮДЕНИЕМ"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""САНКТ-ПЕТЕРБУРГСКАЯ ПСИХИАТРИЧЕСКАЯ БОЛЬНИЦА (СТАЦИОНАР) СПЕЦИАЛИЗИРОВАННОГО ТИПА С ИНТЕНСИВНЫМ НАБЛЮДЕНИЕМ"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ";11.04.2024;11.04.2024;Подача заявок;"Участникам, заявки или окончательные предложения которых содержат предложения о поставке товаров в соответствии с приказом Минфина России от 04.06.2018 № 126н - 15%; Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ";11.04.2024;18.04.2024;
44-ФЗ;№0815500000524003420;Запрос котировок в электронной форме;Поставка перчаток смотровых;;'242212403685321240100100600012219244';;;130081.00;RUB;;;;;22.19.60.119: Перчатки резиновые прочие;"22.19.60.119-00000002: Перчатки смотровые/процедурные из латекса гевеи, неопудренные, нестерильные; 22.19.60.119-00000008: Перчатки смотровые/процедурные нитриловые, неопудренные, нестерильные";"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЧУВАШСКОЙ РЕСПУБЛИКИ ""НОВОЧЕБОКСАРСКИЙ МЕДИЦИНСКИЙ ЦЕНТР"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ ЧУВАШСКОЙ РЕСПУБЛИКИ";"КАЗЕННОЕ УЧРЕЖДЕНИЕ ЧУВАШСКОЙ РЕСПУБЛИКИ ""РЕГИОНАЛЬНЫЙ ЦЕНТР ЗАКУПОК ЧУВАШСКОЙ РЕСПУБЛИКИ""";03.04.2024;11.04.2024;Определение поставщика завершено;"Участникам, заявки или окончательные предложения которых содержат предложения о поставке товаров в соответствии с приказом Минфина России от 04.06.2018 № 126н - 15%; Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ";03.04.2024;11.04.2024;
44-ФЗ;№0818500000824002377;Электронный аукцион;Поставка изделий медицинского назначения (Перчатки смотровые/процедурные нитриловые, неопудренные, нестерильные);;'242231104008823110100104860012219244';;;13142880.00;RUB;;;;;22.19.60.119: Перчатки резиновые прочие;22.19.60.119-00000008: Перчатки смотровые/процедурные нитриловые, неопудренные, нестерильные;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ - КРАЕВАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 1 ИМЕНИ ПРОФЕССОРА С.В.ОЧАПОВСКОГО"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КРАСНОДАРСКОГО КРАЯ";"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ КРАСНОДАРСКОГО КРАЯ ""ДИРЕКЦИЯ ГОСУДАРСТВЕННЫХ ЗАКУПОК""";28.03.2024;11.04.2024;Определение поставщика завершено;"Участникам, заявки или окончательные предложения которых содержат предложения о поставке товаров в соответствии с приказом Минфина России от 04.06.2018 № 126н - 15%; Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ";;08.04.2024;
44-ФЗ;№0304100010624000071;Электронный аукцион;Поставка моющих и чистящих средств;;'241071101132007250100100480040000244';;;1887130.53;RUB;;;;;"20.41.32.119: Средства моющие прочие; 20.41.32.111: Средства для мытья посуды; 20.41.32.113: Средства моющие для окон; 20.41.32.114: Средства моющие для туалетов и ванных комнат; 20.41.32.121: Порошки стиральные; 20.41.32.124: Средства для смягчения изделий из тканей; 20.41.32.125: Средства отбеливающие для стирки; 20.41.32.129: Средства стиральные прочие; 22.19.60.119: Перчатки резиновые прочие";"22.19.60.119-00000018: Перчатки резиновые общего назначения (кроме медицинских); 20.41.32.125-00000003: Средство отбеливающее для стирки; 20.41.32.125-00000008: Средство отбеливающее для стирки; 20.41.32.124-00000002: Кондиционер для белья; 20.41.32.121-00000007: Порошок стиральный; 20.41.32.121-00000008: Порошок стиральный; 20.41.32.114-00000008: Средство моющее для туалетов и ванных комнат; 20.41.32.113-00000007: Средство моющее для стекол и зеркал; 20.41.32.111-00000010: Средство для мытья посуды; 20.41.32.111-00000015: Средство для мытья посуды; 20.41.32.111-00000016: Средство для мытья посуды";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""САНАТОРИЙ ИМЕНИ С.М. КИРОВА ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ""";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""САНАТОРИЙ ИМЕНИ С.М. КИРОВА ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ""";29.03.2024;11.04.2024;Определение поставщика завершено;"Участникам, заявки или окончательные предложения которых содержат предложения о поставке товаров в соответствии с приказом Минфина России от 04.06.2018 № 126н - 15%; Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ";29.03.2024;10.04.2024;
44-ФЗ;№0318200055024000141;Электронный аукцион;Поставка медицинского расходного материала;;'242231102283623110100100330240000244';;;596946.00;RUB;;;;;"22.19.60.113: Перчатки хирургические из каучукового латекса стерильные одноразовые; 22.19.60.119: Перчатки резиновые прочие";"22.19.60.119-00000002: Перчатки смотровые/процедурные из латекса гевеи, неопудренные, нестерильные; 22.19.60.119-00000005: Перчатки смотровые/процедурные из полихлоропрена, неопудренные; 22.19.60.113-00000001: Перчатки хирургические из латекса гевеи, неопудренные";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""СПЕЦИАЛИЗИРОВАННАЯ КЛИНИЧЕСКАЯ ДЕТСКАЯ ИНФЕКЦИОННАЯ БОЛЬНИЦА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КРАСНОДАРСКОГО КРАЯ";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""СПЕЦИАЛИЗИРОВАННАЯ КЛИНИЧЕСКАЯ ДЕТСКАЯ ИНФЕКЦИОННАЯ БОЛЬНИЦА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КРАСНОДАРСКОГО КРАЯ";02.04.2024;11.04.2024;Определение поставщика завершено;Участникам, заявки или окончательные предложения которых содержат предложения о поставке товаров в соответствии с приказом Минфина России от 04.06.2018 № 126н - 15%;02.04.2024;10.04.2024;
44-ФЗ;№0351300162124000121;Электронный аукцион;Поставка перчаток для стационара;;'242543210006554320100101560012219244';;;181883.00;RUB;;;;;22.19.60.119: Перчатки резиновые прочие;22.19.60.119-00000002: Перчатки смотровые/процедурные из латекса гевеи, неопудренные, нестерильные;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ НОВОСИБИРСКОЙ ОБЛАСТИ  ""МОШКОВСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ НОВОСИБИРСКОЙ ОБЛАСТИ  ""МОШКОВСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""";02.04.2024;11.04.2024;Определение поставщика завершено;"Участникам, заявки или окончательные предложения которых содержат предложения о поставке товаров в соответствии с приказом Минфина России от 04.06.2018 № 126н - 15%; Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ";02.04.2024;11.04.2024;
44-ФЗ;№0127200000224001903;Электронный аукцион;Поставка хозяйственных товаров (моющие, чистящие средства и прочее);;'242323401397032570100100770010000244';;;226779.74;RUB;;;;;"20.41.32.121: Порошки стиральные; 20.41.32.119: Средства моющие прочие; 20.41.32.113: Средства моющие для окон; 20.41.32.114: Средства моющие для туалетов и ванных комнат; 20.41.32.111: Средства для мытья посуды; 22.19.60.119: Перчатки резиновые прочие";"20.41.32.121-00000008: Порошок стиральный; 22.19.60.119-00000020: Перчатки резиновые общего назначения (кроме медицинских); 22.19.60.119-00000019: Перчатки резиновые общего назначения (кроме медицинских); 20.41.32.111-00000011: Средство для мытья посуды; 20.41.32.114-00000004: Средство моющее для туалетов и ванных комнат; 20.41.32.113-00000002: Средство моющее для стекол и зеркал";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""БРЯНСКИЙ ОБЛАСТНОЙ НАРКОЛОГИЧЕСКИЙ ДИСПАНСЕР""";УПРАВЛЕНИЕ ГОСУДАРСТВЕННЫХ ЗАКУПОК БРЯНСКОЙ ОБЛАСТИ;02.04.2024;11.04.2024;Определение поставщика завершено;"Участникам, заявки или окончательные предложения которых содержат предложения о поставке товаров в соответствии с приказом Минфина России от 04.06.2018 № 126н - 15%; Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ";02.04.2024;10.04.2024;
44-ФЗ;№0361200015024002215;Запрос котировок в электронной форме;Поставка перчаток резиновых общего назначения;;'242650106867465010100101720012219244';;;436668.00;RUB;;;;;22.19.60.119: Перчатки резиновые прочие;"22.19.60.119-00000020: Перчатки резиновые общего назначения (кроме медицинских); 22.19.60.119-00000019: Перчатки резиновые общего назначения (кроме медицинских); 22.19.60.119-00000018: Перчатки резиновые общего назначения (кроме медицинских); 22.19.60.119-00000017: Перчатки резиновые общего назначения (кроме медицинских)";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""САХАЛИНСКИЙ ОБЛАСТНОЙ КЛИНИЧЕСКИЙ ОНКОЛОГИЧЕСКИЙ ДИСПАНСЕР""";"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ГОСУДАРСТВЕННЫХ ЗАКУПОК САХАЛИНСКОЙ ОБЛАСТИ""";11.04.2024;11.04.2024;Подача заявок;"Участникам, заявки или окончательные предложения которых содержат предложения о поставке товаров в соответствии с приказом Минфина России от 04.06.2018 № 126н - 15%; Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ";11.04.2024;18.04.2024;
44-ФЗ;№0352300086124000067;Электронный аукцион;Поставка перчаток резиновых общего назначения (кроме медицинских). (Реестровый номер 2024.028536);;'242551400284855140100100560010000244';;;27015.00;RUB;;;;;22.19.60.119: Перчатки резиновые прочие;"22.19.60.119-00000018: Перчатки резиновые общего назначения (кроме медицинских); 22.19.60.119-00000019: Перчатки резиновые общего назначения (кроме медицинских)";"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ОМСКОЙ ОБЛАСТИ ""ИСИЛЬКУЛЬСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""";"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ОМСКОЙ ОБЛАСТИ ""ИСИЛЬКУЛЬСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""";11.04.2024;11.04.2024;Подача заявок;"Участникам, заявки или окончательные предложения которых содержат предложения о поставке товаров в соответствии с приказом Минфина России от 04.06.2018 № 126н - 15%; Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ";11.04.2024;19.04.2024;
44-ФЗ;№0352200029824000201;Запрос котировок в электронной форме;Поставка хозяйственных товаров (перчатки резиновые) (Реестровый номер 2024.027007);;'242550310251255030100102960012219244';;;14169.00;RUB;;;;;22.19.60.119: Перчатки резиновые прочие;22.19.60.119-00000018: Перчатки резиновые общего назначения (кроме медицинских);"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ОМСКОЙ ОБЛАСТИ ""КЛИНИЧЕСКИЙ МЕДИКО-ХИРУРГИЧЕСКИЙ ЦЕНТР МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ ОМСКОЙ ОБЛАСТИ""";"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ОМСКОЙ ОБЛАСТИ ""КЛИНИЧЕСКИЙ МЕДИКО-ХИРУРГИЧЕСКИЙ ЦЕНТР МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ ОМСКОЙ ОБЛАСТИ""";03.04.2024;11.04.2024;Определение поставщика завершено;"Участникам, заявки или окончательные предложения которых содержат предложения о поставке товаров в соответствии с приказом Минфина России от 04.06.2018 № 126н - 15%; Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ";03.04.2024;10.04.2024;
44-ФЗ;№0351300051324000043;Электронный аукцион;Поставка перчаток медицинских (смотровые/процедурные) 3/2024;;'242540412903054040100100920012219244';;;52470.00;RUB;;;;;22.19.60.119: Перчатки резиновые прочие;"22.19.60.119-00000002: Перчатки смотровые/процедурные из латекса гевеи, неопудренные, нестерильные; 22.19.60.119-00000014: Перчатки смотровые/процедурные нитриловые, неопудренные, стерильные ";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ НОВОСИБИРСКОЙ ОБЛАСТИ ""ДЕТСКАЯ ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 4 ИМЕНИ В.С. ГЕРАСЬКОВА""";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ НОВОСИБИРСКОЙ ОБЛАСТИ ""ДЕТСКАЯ ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 4 ИМЕНИ В.С. ГЕРАСЬКОВА""";29.03.2024;11.04.2024;Определение поставщика завершено;"Участникам, заявки или окончательные предложения которых содержат предложения о поставке товаров в соответствии с приказом Минфина России от 04.06.2018 № 126н - 15%; Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ";29.03.2024;10.04.2024;
44-ФЗ;№0373200068624000165;Электронный аукцион;Поставка чистящих средств и бытового инвентаря для нужд ГБУ ДО «МГФСО»;;'242770913832277040100100700010000244';;;642265.65;RUB;;;;;"20.41.32.114: Средства моющие для туалетов и ванных комнат; 22.29.23.120: Предметы домашнего обихода пластмассовые прочие; 25.99.12.112: Изделия столовые, кухонные и бытовые и их детали из нержавеющей стали; 22.19.60.119: Перчатки резиновые прочие; 20.41.32.119: Средства моющие прочие; 20.41.32.121: Порошки стиральные; 20.41.32.111: Средства для мытья посуды";"20.41.32.114-00000004: Средство моющее для туалетов и ванных комнат; 20.41.32.111-00000011: Средство для мытья посуды; 20.41.32.121-00000008: Порошок стиральный; 20.41.32.114-00000007: Средство моющее для туалетов и ванных комнат; 22.19.60.119-00000019: Перчатки резиновые общего назначения (кроме медицинских); 22.19.60.119-00000018: Перчатки резиновые общего назначения (кроме медицинских); 22.19.60.119-00000017: Перчатки резиновые общего назначения (кроме медицинских); 25.99.12.112-00000135: Диспенсер гигиенических средств";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ГОРОДА МОСКВЫ СПОРТИВНАЯ ШКОЛА ОЛИМПИЙСКОГО РЕЗЕРВА ""МОСКОВСКОЕ ГОРОДСКОЕ ФИЗКУЛЬТУРНО-СПОРТИВНОЕ ОБЪЕДИНЕНИЕ"" ДЕПАРТАМЕНТА СПОРТА ГОРОДА МОСКВЫ";"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""СЛУЖБА МОНИТОРИНГА И ТЕХНИЧЕСКОГО КОНТРОЛЯ"" ДЕПАРТАМЕНТА СПОРТА ГОРОДА МОСКВЫ";11.04.2024;11.04.2024;Подача заявок;"Участникам, заявки или окончательные предложения которых содержат предложения о поставке товаров в соответствии с приказом Минфина России от 04.06.2018 № 126н - 15%; Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ - 100%";11.04.2024;19.04.2024;
44-ФЗ;№0342300194424000009;Запрос котировок в электронной форме;Поставка перчаток смотровых/процедурных из латекса гевеи, опудренных;;'243632308721863240100100770012219244';;;20205.00;RUB;;;;;22.19.60.119: Перчатки резиновые прочие;22.19.60.119-00000003: Перчатки смотровые/процедурные из латекса гевеи, опудренные;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ГРАЖДАНСКОЙ ЗАЩИТЫ ГОРОДСКОГО ОКРУГА ТОЛЬЯТТИ""";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ГРАЖДАНСКОЙ ЗАЩИТЫ ГОРОДСКОГО ОКРУГА ТОЛЬЯТТИ""";11.04.2024;11.04.2024;Подача заявок;"Участникам, заявки или окончательные предложения которых содержат предложения о поставке товаров в соответствии с приказом Минфина России от 04.06.2018 № 126н - 15%; Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ";11.04.2024;18.04.2024;
